"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","POST /positions/<id>/delete — удаляет и редиректит","tests","Sat Mar 07 08:12:34 UTC 2026","passed","Sat Mar 07 08:12:34 UTC 2026","","test_routes","",""
"","35","Обновление записи","tests","Sat Mar 07 08:12:29 UTC 2026","passed","Sat Mar 07 08:12:29 UTC 2026","","test_database","",""
"","10","Создание должности и получение всех","tests","Sat Mar 07 08:12:31 UTC 2026","passed","Sat Mar 07 08:12:31 UTC 2026","","test_database","",""
"","32","Поиск по полю 'Иван'","tests","Sat Mar 07 08:12:30 UTC 2026","passed","Sat Mar 07 08:12:30 UTC 2026","","test_database","",""
"","33","Фильтрация по отделу","tests","Sat Mar 07 08:12:30 UTC 2026","passed","Sat Mar 07 08:12:30 UTC 2026","","test_database","",""
"","9","POST /positions/create — пустое имя → flash-ошибка","tests","Sat Mar 07 08:12:34 UTC 2026","passed","Sat Mar 07 08:12:34 UTC 2026","","test_routes","",""
"","33","Сортировка по full_name, порядок: asc","tests","Sat Mar 07 08:12:30 UTC 2026","passed","Sat Mar 07 08:12:30 UTC 2026","","test_database","",""
"","11","POST /create — невалидные данные: почт","tests","Sat Mar 07 08:12:32 UTC 2026","passed","Sat Mar 07 08:12:32 UTC 2026","","test_routes","",""
"","7","Дублирующее название должности вызывает IntegrityError","tests","Sat Mar 07 08:12:31 UTC 2026","passed","Sat Mar 07 08:12:31 UTC 2026","","test_database","",""
"","29","Миграция должностей из существующих сотрудников","tests","Sat Mar 07 08:12:31 UTC 2026","passed","Sat Mar 07 08:12:31 UTC 2026","","test_database","",""
"","48","POST /edit/<id> — валидные данные → обновление и редирект","tests","Sat Mar 07 08:12:33 UTC 2026","passed","Sat Mar 07 08:12:33 UTC 2026","","test_routes","",""
"","8","POST /delete/<id> — несуществующий ID → редирект без ошибки","tests","Sat Mar 07 08:12:33 UTC 2026","passed","Sat Mar 07 08:12:33 UTC 2026","","test_routes","",""
"","15","GET /positions — страница открывается","tests","Sat Mar 07 08:12:33 UTC 2026","passed","Sat Mar 07 08:12:33 UTC 2026","","test_routes","",""
"","13","get_departments читает из таблицы departments","tests","Sat Mar 07 08:12:31 UTC 2026","passed","Sat Mar 07 08:12:31 UTC 2026","","test_database","",""
"","18","POST /positions/<id>/edit — обновляет и редиректит","tests","Sat Mar 07 08:12:34 UTC 2026","passed","Sat Mar 07 08:12:34 UTC 2026","","test_routes","",""
"","30","POST /edit/<id> — невалидные данные: телефон","tests","Sat Mar 07 08:12:33 UTC 2026","passed","Sat Mar 07 08:12:33 UTC 2026","","test_routes","",""
"","30","POST /edit/<id> — невалидные данные: Обязательное","tests","Sat Mar 07 08:12:33 UTC 2026","passed","Sat Mar 07 08:12:33 UTC 2026","","test_routes","",""
"","18","POST /departments/<id>/delete — удаляет и редиректит","tests","Sat Mar 07 08:12:34 UTC 2026","passed","Sat Mar 07 08:12:34 UTC 2026","","test_routes","",""
"","10","Получение должности по ID","tests","Sat Mar 07 08:12:31 UTC 2026","passed","Sat Mar 07 08:12:31 UTC 2026","","test_database","",""
"","29","POST /delete/<id> — существующий сотрудник удаляется","tests","Sat Mar 07 08:12:33 UTC 2026","passed","Sat Mar 07 08:12:33 UTC 2026","","test_routes","",""
"","40","Фильтрация: /?q=Иван","tests","Sat Mar 07 08:12:32 UTC 2026","passed","Sat Mar 07 08:12:32 UTC 2026","","test_routes","",""
"","7","Дублирующее название отдела вызывает IntegrityError","tests","Sat Mar 07 08:12:31 UTC 2026","passed","Sat Mar 07 08:12:31 UTC 2026","","test_database","",""
"","33","Получение всех записей без фильтров","tests","Sat Mar 07 08:12:30 UTC 2026","passed","Sat Mar 07 08:12:30 UTC 2026","","test_database","",""
