"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27","GET /create — форма открывается","tests","Sat Feb 28 16:44:30 UTC 2026","passed","Sat Feb 28 16:44:30 UTC 2026","","test_routes","",""
"","6","POST /delete/<id> — несуществующий ID → редирект без ошибки","tests","Sat Feb 28 16:44:31 UTC 2026","passed","Sat Feb 28 16:44:31 UTC 2026","","test_routes","",""
"","13","Создание записи и получение по ID","tests","Sat Feb 28 16:44:27 UTC 2026","passed","Sat Feb 28 16:44:27 UTC 2026","","test_database","",""
"","12","POST /create — невалидные данные: Обязательное","tests","Sat Feb 28 16:44:30 UTC 2026","passed","Sat Feb 28 16:44:30 UTC 2026","","test_routes","",""
"","13","Удаление записи","tests","Sat Feb 28 16:44:28 UTC 2026","passed","Sat Feb 28 16:44:28 UTC 2026","","test_database","",""
"","11","Невалидный sort — fallback на full_name","tests","Sat Feb 28 16:44:28 UTC 2026","passed","Sat Feb 28 16:44:28 UTC 2026","","test_database","",""
"","21","POST /positions/create — дубликат → flash-ошибка","tests","Sat Feb 28 16:44:31 UTC 2026","passed","Sat Feb 28 16:44:31 UTC 2026","","test_routes","",""
"","10","POST /positions/create — создаёт должность и редиректит","tests","Sat Feb 28 16:44:31 UTC 2026","passed","Sat Feb 28 16:44:31 UTC 2026","","test_routes","",""
"","9","POST /positions/create — пустое имя → flash-ошибка","tests","Sat Feb 28 16:44:31 UTC 2026","passed","Sat Feb 28 16:44:31 UTC 2026","","test_routes","",""
"","11","POST /create — невалидные данные: почт","tests","Sat Feb 28 16:44:30 UTC 2026","passed","Sat Feb 28 16:44:30 UTC 2026","","test_routes","",""
"","7","Дублирующее название отдела вызывает IntegrityError","tests","Sat Feb 28 16:44:29 UTC 2026","passed","Sat Feb 28 16:44:29 UTC 2026","","test_database","",""
"","20","POST /create — валидные данные → редирект и запись в БД","tests","Sat Feb 28 16:44:30 UTC 2026","passed","Sat Feb 28 16:44:30 UTC 2026","","test_routes","",""
"","33","Повторное создание сотрудника с тем же email невозможно","tests","Sat Feb 28 16:44:32 UTC 2026","passed","Sat Feb 28 16:44:32 UTC 2026","","test_routes","",""
"","13","Обновление должности на null","tests","Sat Feb 28 16:44:29 UTC 2026","passed","Sat Feb 28 16:44:29 UTC 2026","","test_database","",""
"","23","POST /edit/<id> — невалидные данные: Обязательное","tests","Sat Feb 28 16:44:30 UTC 2026","passed","Sat Feb 28 16:44:30 UTC 2026","","test_routes","",""
"","10","Создание отдела и получение всех","tests","Sat Feb 28 16:44:29 UTC 2026","passed","Sat Feb 28 16:44:29 UTC 2026","","test_database","",""
"","18","Фильтрация по отделу","tests","Sat Feb 28 16:44:28 UTC 2026","passed","Sat Feb 28 16:44:28 UTC 2026","","test_database","",""
"","17","Сортировка по full_name, порядок: desc","tests","Sat Feb 28 16:44:28 UTC 2026","passed","Sat Feb 28 16:44:28 UTC 2026","","test_database","",""
"","17","Поиск по полю 'Разработчик'","tests","Sat Feb 28 16:44:28 UTC 2026","passed","Sat Feb 28 16:44:28 UTC 2026","","test_database","",""
"","19","POST /departments/create — дубликат → flash-ошибка","tests","Sat Feb 28 16:44:32 UTC 2026","passed","Sat Feb 28 16:44:32 UTC 2026","","test_routes","",""
"","17","GET /positions?edit=<id> — форма предзаполнена","tests","Sat Feb 28 16:44:31 UTC 2026","passed","Sat Feb 28 16:44:31 UTC 2026","","test_routes","",""
"","14","GET /positions — страница открывается","tests","Sat Feb 28 16:44:31 UTC 2026","passed","Sat Feb 28 16:44:31 UTC 2026","","test_routes","",""
"","13","Удаление отдела","tests","Sat Feb 28 16:44:29 UTC 2026","passed","Sat Feb 28 16:44:29 UTC 2026","","test_database","",""
"","8","GET /edit/<id> — несуществующий ID → редирект","tests","Sat Feb 28 16:44:30 UTC 2026","passed","Sat Feb 28 16:44:30 UTC 2026","","test_routes","",""
"","15","POST /positions/<id>/delete — удаляет и редиректит","tests","Sat Feb 28 16:44:31 UTC 2026","passed","Sat Feb 28 16:44:31 UTC 2026","","test_routes","",""
"","21","POST /delete/<id> — существующий сотрудник удаляется","tests","Sat Feb 28 16:44:31 UTC 2026","passed","Sat Feb 28 16:44:31 UTC 2026","","test_routes","",""
"","7","GET /departments — страница открывается","tests","Sat Feb 28 16:44:31 UTC 2026","passed","Sat Feb 28 16:44:31 UTC 2026","","test_routes","",""
