"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","446","Нельзя удалить должность, используемую сотрудником","tests","Mon Mar 09 09:13:06 UTC 2026","passed","Mon Mar 09 09:13:06 UTC 2026","","test_ui","",""
"","17","POST /positions/<id>/delete — удаляет и редиректит","tests","Mon Mar 09 09:11:31 UTC 2026","passed","Mon Mar 09 09:11:31 UTC 2026","","test_routes","",""
"","294","Кнопка '+ Добавить' ведёт на форму создания","tests","Mon Mar 09 09:13:06 UTC 2026","passed","Mon Mar 09 09:13:06 UTC 2026","","test_ui","",""
"","461","Успешное создание через форму","tests","Mon Mar 09 09:12:54 UTC 2026","passed","Mon Mar 09 09:12:55 UTC 2026","","test_ui","",""
"","17","POST /departments/<id>/delete — удаляет и редиректит","tests","Mon Mar 09 09:11:32 UTC 2026","passed","Mon Mar 09 09:11:32 UTC 2026","","test_routes","",""
"","205","Форма предзаполнена данными сотрудника","tests","Mon Mar 09 09:12:58 UTC 2026","passed","Mon Mar 09 09:12:59 UTC 2026","","test_ui","",""
"","359","Поиск по имени — показывает только совпадающие записи","tests","Mon Mar 09 09:12:59 UTC 2026","passed","Mon Mar 09 09:13:00 UTC 2026","","test_ui","",""
"","31","POST /edit/<id> — невалидные данные: телефон","tests","Mon Mar 09 09:11:31 UTC 2026","passed","Mon Mar 09 09:11:31 UTC 2026","","test_routes","",""
"","46","Повторное создание сотрудника с тем же email невозможно","tests","Mon Mar 09 09:11:32 UTC 2026","passed","Mon Mar 09 09:11:32 UTC 2026","","test_routes","",""
"","229","Пустой список — отображается заглушка","tests","Mon Mar 09 09:12:54 UTC 2026","passed","Mon Mar 09 09:12:55 UTC 2026","","test_ui","",""
"","19","Невалидный sort — fallback на full_name","tests","Mon Mar 09 09:11:28 UTC 2026","passed","Mon Mar 09 09:11:28 UTC 2026","","test_database","",""
"","11","POST /departments/create — создаёт отдел и редиректит","tests","Mon Mar 09 09:11:32 UTC 2026","passed","Mon Mar 09 09:11:32 UTC 2026","","test_routes","",""
"","421","Успешное обновление данных через форму","tests","Mon Mar 09 09:13:00 UTC 2026","passed","Mon Mar 09 09:13:00 UTC 2026","","test_ui","",""
"","36","GET /edit предзаполняет select должности","tests","Mon Mar 09 09:11:32 UTC 2026","passed","Mon Mar 09 09:11:32 UTC 2026","","test_routes","",""
"","28","GET /edit/<id> — форма заполнена данными сотрудника","tests","Mon Mar 09 09:11:30 UTC 2026","passed","Mon Mar 09 09:11:30 UTC 2026","","test_routes","",""
"","641","После создания через UI в истории есть запись «Создание»","tests","Mon Mar 09 09:13:07 UTC 2026","passed","Mon Mar 09 09:13:08 UTC 2026","","test_ui","",""
"","22","Удаление записи","tests","Mon Mar 09 09:11:27 UTC 2026","passed","Mon Mar 09 09:11:27 UTC 2026","","test_database","",""
"","10","Создание отдела и получение всех","tests","Mon Mar 09 09:11:29 UTC 2026","passed","Mon Mar 09 09:11:29 UTC 2026","","test_database","",""
"","13","Удаление отдела","tests","Mon Mar 09 09:11:29 UTC 2026","passed","Mon Mar 09 09:11:29 UTC 2026","","test_database","",""
"","32","Поиск по полю 'Иван'","tests","Mon Mar 09 09:11:27 UTC 2026","passed","Mon Mar 09 09:11:27 UTC 2026","","test_database","",""
"","13","GET /create содержит должности из справочника","tests","Mon Mar 09 09:11:32 UTC 2026","passed","Mon Mar 09 09:11:32 UTC 2026","","test_routes","",""
"","19","POST /departments/create — дубликат → flash-ошибка","tests","Mon Mar 09 09:11:32 UTC 2026","passed","Mon Mar 09 09:11:32 UTC 2026","","test_routes","",""
"","30","GET /create — форма открывается","tests","Mon Mar 09 09:11:30 UTC 2026","passed","Mon Mar 09 09:11:30 UTC 2026","","test_routes","",""
"","12","POST /create — невалидные данные: Обязательное","tests","Mon Mar 09 09:11:30 UTC 2026","passed","Mon Mar 09 09:11:30 UTC 2026","","test_routes","",""
"","10","Получение уникальных отделов в алфавитном порядке","tests","Mon Mar 09 09:11:28 UTC 2026","passed","Mon Mar 09 09:11:28 UTC 2026","","test_database","",""
"","14","Удаление должности","tests","Mon Mar 09 09:11:28 UTC 2026","passed","Mon Mar 09 09:11:28 UTC 2026","","test_database","",""
"","41","Фильтрация: /?q=Иван","tests","Mon Mar 09 09:11:29 UTC 2026","passed","Mon Mar 09 09:11:29 UTC 2026","","test_routes","",""
"","31","Получение всех записей без фильтров","tests","Mon Mar 09 09:11:27 UTC 2026","passed","Mon Mar 09 09:11:27 UTC 2026","","test_database","",""
"","31","Фильтрация по отделу","tests","Mon Mar 09 09:11:28 UTC 2026","passed","Mon Mar 09 09:11:28 UTC 2026","","test_database","",""
"","7","GET /edit/<id> — несуществующий ID → редирект","tests","Mon Mar 09 09:11:30 UTC 2026","passed","Mon Mar 09 09:11:30 UTC 2026","","test_routes","",""
"","10","Создание должности и получение всех","tests","Mon Mar 09 09:11:28 UTC 2026","passed","Mon Mar 09 09:11:28 UTC 2026","","test_database","",""
"","13","get_departments читает из таблицы departments","tests","Mon Mar 09 09:11:29 UTC 2026","passed","Mon Mar 09 09:11:29 UTC 2026","","test_database","",""
"","33","Обновление записи","tests","Mon Mar 09 09:11:27 UTC 2026","passed","Mon Mar 09 09:11:27 UTC 2026","","test_database","",""
"","7","POST /delete/<id> — несуществующий ID → редирект без ошибки","tests","Mon Mar 09 09:11:31 UTC 2026","passed","Mon Mar 09 09:11:31 UTC 2026","","test_routes","",""
"","10","POST /create — невалидные данные: телефон","tests","Mon Mar 09 09:11:30 UTC 2026","passed","Mon Mar 09 09:11:30 UTC 2026","","test_routes","",""
"","26","Главная страница — сотрудник отображается в таблице","tests","Mon Mar 09 09:11:29 UTC 2026","passed","Mon Mar 09 09:11:29 UTC 2026","","test_routes","",""
"","355","Пустое ФИО → сообщение об ошибке","tests","Mon Mar 09 09:12:56 UTC 2026","passed","Mon Mar 09 09:12:56 UTC 2026","","test_ui","",""
"","33","Сортировка по full_name, порядок: asc","tests","Mon Mar 09 09:11:28 UTC 2026","passed","Mon Mar 09 09:11:28 UTC 2026","","test_database","",""
"","596","Редактирование должности через inline-форму","tests","Mon Mar 09 09:13:03 UTC 2026","passed","Mon Mar 09 09:13:03 UTC 2026","","test_ui","",""
"","16","POST /positions/<id>/edit — обновляет и редиректит","tests","Mon Mar 09 09:11:31 UTC 2026","passed","Mon Mar 09 09:11:31 UTC 2026","","test_routes","",""
"","7","Дублирующее название отдела вызывает IntegrityError","tests","Mon Mar 09 09:11:29 UTC 2026","passed","Mon Mar 09 09:11:29 UTC 2026","","test_database","",""
"","20","POST /positions/create — дубликат → flash-ошибка","tests","Mon Mar 09 09:11:31 UTC 2026","passed","Mon Mar 09 09:11:31 UTC 2026","","test_routes","",""
"","16","POST /departments/<id>/edit — обновляет и редиректит","tests","Mon Mar 09 09:11:32 UTC 2026","passed","Mon Mar 09 09:11:32 UTC 2026","","test_routes","",""
"","42","Главная страница — пустой список","tests","Mon Mar 09 09:11:29 UTC 2026","passed","Mon Mar 09 09:11:29 UTC 2026","","test_routes","",""
"","13","Обновление отдела","tests","Mon Mar 09 09:11:29 UTC 2026","passed","Mon Mar 09 09:11:29 UTC 2026","","test_database","",""
"","408","Удаление используемой должностиДо","tests","Mon Mar 09 09:13:03 UTC 2026","passed","Mon Mar 09 09:13:03 UTC 2026","","test_ui","",""
"","52","POST /edit/<id> — валидные данные → обновление и редирект","tests","Mon Mar 09 09:11:30 UTC 2026","passed","Mon Mar 09 09:11:30 UTC 2026","","test_routes","",""
"","31","POST /edit/<id> — невалидные данные: Обязательное","tests","Mon Mar 09 09:11:30 UTC 2026","passed","Mon Mar 09 09:11:30 UTC 2026","","test_routes","",""
"","8","Дублирующее название должности вызывает IntegrityError","tests","Mon Mar 09 09:11:28 UTC 2026","passed","Mon Mar 09 09:11:28 UTC 2026","","test_database","",""
"","756","Фильтр по отделу через select","tests","Mon Mar 09 09:13:01 UTC 2026","passed","Mon Mar 09 09:13:01 UTC 2026","","test_ui","",""
"","14","GET /positions — страница открывается","tests","Mon Mar 09 09:11:31 UTC 2026","passed","Mon Mar 09 09:11:31 UTC 2026","","test_routes","",""
"","18","GET /positions?edit=<id> — форма предзаполнена","tests","Mon Mar 09 09:11:31 UTC 2026","passed","Mon Mar 09 09:11:31 UTC 2026","","test_routes","",""
"","339","Удаление через кнопку с подтверждением","tests","Mon Mar 09 09:12:58 UTC 2026","passed","Mon Mar 09 09:12:58 UTC 2026","","test_ui","",""
"","417","Добавление отдела через форму","tests","Mon Mar 09 09:13:04 UTC 2026","passed","Mon Mar 09 09:13:05 UTC 2026","","test_ui","",""
"","26","POST /create — валидные данные → редирект и запись в БД","tests","Mon Mar 09 09:11:30 UTC 2026","passed","Mon Mar 09 09:11:30 UTC 2026","","test_routes","",""
"","42","Фильтрация: /?dept=ИТ-отдел","tests","Mon Mar 09 09:11:29 UTC 2026","passed","Mon Mar 09 09:11:29 UTC 2026","","test_routes","",""
"","32","Поиск по полю 'Разработчик'","tests","Mon Mar 09 09:11:27 UTC 2026","passed","Mon Mar 09 09:11:27 UTC 2026","","test_database","",""
"","9","POST /positions/create — пустое имя → flash-ошибка","tests","Mon Mar 09 09:11:31 UTC 2026","passed","Mon Mar 09 09:11:31 UTC 2026","","test_routes","",""
"","173","Созданный сотрудник виден в таблице","tests","Mon Mar 09 09:12:56 UTC 2026","passed","Mon Mar 09 09:12:56 UTC 2026","","test_ui","",""
"","32","Поиск по полю 'ИТ'","tests","Mon Mar 09 09:11:27 UTC 2026","passed","Mon Mar 09 09:11:27 UTC 2026","","test_database","",""
"","32","POST /edit/<id> — невалидные данные: почт","tests","Mon Mar 09 09:11:30 UTC 2026","passed","Mon Mar 09 09:11:30 UTC 2026","","test_routes","",""
"","35","GET /history/<id> — существующий сотрудник → 200 и имя в HTML","tests","Mon Mar 09 09:11:32 UTC 2026","passed","Mon Mar 09 09:11:32 UTC 2026","","test_routes","",""
"","22","Создание записи и получение по ID","tests","Mon Mar 09 09:11:27 UTC 2026","passed","Mon Mar 09 09:11:27 UTC 2026","","test_database","",""
"","7","GET /departments — страница открывается","tests","Mon Mar 09 09:11:31 UTC 2026","passed","Mon Mar 09 09:11:31 UTC 2026","","test_routes","",""
"","32","Сортировка по full_name, порядок: desc","tests","Mon Mar 09 09:11:28 UTC 2026","passed","Mon Mar 09 09:11:28 UTC 2026","","test_database","",""
"","10","Получение должности по ID","tests","Mon Mar 09 09:11:28 UTC 2026","passed","Mon Mar 09 09:11:28 UTC 2026","","test_database","",""
"","13","Обновление должности на null","tests","Mon Mar 09 09:11:28 UTC 2026","passed","Mon Mar 09 09:11:28 UTC 2026","","test_database","",""
"","409","Страница истории открывается для существующего сотрудника","tests","Mon Mar 09 09:13:07 UTC 2026","passed","Mon Mar 09 09:13:08 UTC 2026","","test_ui","",""
"","7","GET /history/999 — несуществующий ID → 302 редирект на главную","tests","Mon Mar 09 09:11:32 UTC 2026","passed","Mon Mar 09 09:11:32 UTC 2026","","test_routes","",""
"","12","Обновление должности","tests","Mon Mar 09 09:11:28 UTC 2026","passed","Mon Mar 09 09:11:28 UTC 2026","","test_database","",""
"","388","Некорректный email → сообщение об ошибке","tests","Mon Mar 09 09:12:57 UTC 2026","passed","Mon Mar 09 09:12:57 UTC 2026","","test_ui","",""
"","29","POST /delete/<id> — существующий сотрудник удаляется","tests","Mon Mar 09 09:11:31 UTC 2026","passed","Mon Mar 09 09:11:31 UTC 2026","","test_routes","",""
"","10","POST /positions/create — создаёт должность и редиректит","tests","Mon Mar 09 09:11:31 UTC 2026","passed","Mon Mar 09 09:11:31 UTC 2026","","test_routes","",""
"","12","POST /create — невалидные данные: почт","tests","Mon Mar 09 09:11:30 UTC 2026","passed","Mon Mar 09 09:11:30 UTC 2026","","test_routes","",""
"","320","Добавление должности через форму","tests","Mon Mar 09 09:13:01 UTC 2026","passed","Mon Mar 09 09:13:02 UTC 2026","","test_ui","",""
"","416","Удаление отдела с подтверждением","tests","Mon Mar 09 09:13:04 UTC 2026","passed","Mon Mar 09 09:13:05 UTC 2026","","test_ui","",""
"","29","Миграция должностей из существующих сотрудников","tests","Mon Mar 09 09:11:29 UTC 2026","passed","Mon Mar 09 09:11:29 UTC 2026","","test_database","",""
"","476","После редактирования через UI в истории есть запись «Изменение»","tests","Mon Mar 09 09:13:09 UTC 2026","passed","Mon Mar 09 09:13:09 UTC 2026","","test_ui","",""
