"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","344","Добавление должности через форму","tests","Mon Mar 09 09:02:48 UTC 2026","passed","Mon Mar 09 09:02:48 UTC 2026","","test_ui","",""
"","19","POST /departments/create — дубликат → flash-ошибка","tests","Mon Mar 09 09:01:17 UTC 2026","passed","Mon Mar 09 09:01:17 UTC 2026","","test_routes","",""
"","30","Сортировка по full_name, порядок: desc","tests","Mon Mar 09 09:01:13 UTC 2026","passed","Mon Mar 09 09:01:13 UTC 2026","","test_database","",""
"","41","Главная страница — пустой список","tests","Mon Mar 09 09:01:14 UTC 2026","passed","Mon Mar 09 09:01:14 UTC 2026","","test_routes","",""
"","29","GET /edit/<id> — форма заполнена данными сотрудника","tests","Mon Mar 09 09:01:15 UTC 2026","passed","Mon Mar 09 09:01:15 UTC 2026","","test_routes","",""
"","27","POST /edit/<id> — невалидные данные: Обязательное","tests","Mon Mar 09 09:01:15 UTC 2026","passed","Mon Mar 09 09:01:15 UTC 2026","","test_routes","",""
"","510","После редактирования через UI в истории есть запись «Изменение»","tests","Mon Mar 09 09:02:55 UTC 2026","passed","Mon Mar 09 09:02:56 UTC 2026","","test_ui","",""
"","10","Создание должности и получение всех","tests","Mon Mar 09 09:01:14 UTC 2026","passed","Mon Mar 09 09:01:14 UTC 2026","","test_database","",""
"","374","Удаление через кнопку с подтверждением","tests","Mon Mar 09 09:02:44 UTC 2026","passed","Mon Mar 09 09:02:44 UTC 2026","","test_ui","",""
"","266","Пустой список — отображается заглушка","tests","Mon Mar 09 09:02:41 UTC 2026","passed","Mon Mar 09 09:02:41 UTC 2026","","test_ui","",""
"","538","Успешное создание через форму","tests","Mon Mar 09 09:02:41 UTC 2026","passed","Mon Mar 09 09:02:41 UTC 2026","","test_ui","",""
"","12","Обновление должности","tests","Mon Mar 09 09:01:14 UTC 2026","passed","Mon Mar 09 09:01:14 UTC 2026","","test_database","",""
"","13","Удаление отдела","tests","Mon Mar 09 09:01:14 UTC 2026","passed","Mon Mar 09 09:01:14 UTC 2026","","test_database","",""
"","10","POST /positions/create — создаёт должность и редиректит","tests","Mon Mar 09 09:01:16 UTC 2026","passed","Mon Mar 09 09:01:16 UTC 2026","","test_routes","",""
"","7","Дублирующее название отдела вызывает IntegrityError","tests","Mon Mar 09 09:01:14 UTC 2026","passed","Mon Mar 09 09:01:14 UTC 2026","","test_database","",""
"","438","Пустое ФИО → сообщение об ошибке","tests","Mon Mar 09 09:02:42 UTC 2026","passed","Mon Mar 09 09:02:43 UTC 2026","","test_ui","",""
"","432","Некорректный email → сообщение об ошибке","tests","Mon Mar 09 09:02:43 UTC 2026","passed","Mon Mar 09 09:02:44 UTC 2026","","test_ui","",""
"","13","Удаление должности","tests","Mon Mar 09 09:01:14 UTC 2026","passed","Mon Mar 09 09:01:14 UTC 2026","","test_database","",""
"","37","Фильтрация: /?q=Иван","tests","Mon Mar 09 09:01:15 UTC 2026","passed","Mon Mar 09 09:01:15 UTC 2026","","test_routes","",""
"","13","GET /create содержит должности из справочника","tests","Mon Mar 09 09:01:17 UTC 2026","passed","Mon Mar 09 09:01:17 UTC 2026","","test_routes","",""
"","44","POST /edit/<id> — валидные данные → обновление и редирект","tests","Mon Mar 09 09:01:15 UTC 2026","passed","Mon Mar 09 09:01:15 UTC 2026","","test_routes","",""
"","8","GET /edit/<id> — несуществующий ID → редирект","tests","Mon Mar 09 09:01:15 UTC 2026","passed","Mon Mar 09 09:01:15 UTC 2026","","test_routes","",""
"","31","GET /edit предзаполняет select должности","tests","Mon Mar 09 09:01:17 UTC 2026","passed","Mon Mar 09 09:01:17 UTC 2026","","test_routes","",""
"","7","GET /history/999 — несуществующий ID → 302 редирект на главную","tests","Mon Mar 09 09:01:17 UTC 2026","passed","Mon Mar 09 09:01:17 UTC 2026","","test_routes","",""
"","16","POST /positions/<id>/delete — удаляет и редиректит","tests","Mon Mar 09 09:01:16 UTC 2026","passed","Mon Mar 09 09:01:16 UTC 2026","","test_routes","",""
"","460","Добавление отдела через форму","tests","Mon Mar 09 09:02:51 UTC 2026","passed","Mon Mar 09 09:02:51 UTC 2026","","test_ui","",""
"","612","После создания через UI в истории есть запись «Создание»","tests","Mon Mar 09 09:02:54 UTC 2026","passed","Mon Mar 09 09:02:54 UTC 2026","","test_ui","",""
"","9","POST /positions/create — пустое имя → flash-ошибка","tests","Mon Mar 09 09:01:16 UTC 2026","passed","Mon Mar 09 09:01:16 UTC 2026","","test_routes","",""
"","16","GET /positions?edit=<id> — форма предзаполнена","tests","Mon Mar 09 09:01:16 UTC 2026","passed","Mon Mar 09 09:01:16 UTC 2026","","test_routes","",""
"","227","Созданный сотрудник виден в таблице","tests","Mon Mar 09 09:02:42 UTC 2026","passed","Mon Mar 09 09:02:42 UTC 2026","","test_ui","",""
"","43","Повторное создание сотрудника с тем же email невозможно","tests","Mon Mar 09 09:01:17 UTC 2026","passed","Mon Mar 09 09:01:17 UTC 2026","","test_routes","",""
"","29","POST /edit/<id> — невалидные данные: телефон","tests","Mon Mar 09 09:01:16 UTC 2026","passed","Mon Mar 09 09:01:16 UTC 2026","","test_routes","",""
"","28","GET /create — форма открывается","tests","Mon Mar 09 09:01:15 UTC 2026","passed","Mon Mar 09 09:01:15 UTC 2026","","test_routes","",""
"","28","POST /edit/<id> — невалидные данные: почт","tests","Mon Mar 09 09:01:16 UTC 2026","passed","Mon Mar 09 09:01:16 UTC 2026","","test_routes","",""
"","9","Получение уникальных отделов в алфавитном порядке","tests","Mon Mar 09 09:01:13 UTC 2026","passed","Mon Mar 09 09:01:14 UTC 2026","","test_database","",""
"","7","GET /departments — страница открывается","tests","Mon Mar 09 09:01:16 UTC 2026","passed","Mon Mar 09 09:01:16 UTC 2026","","test_routes","",""
"","27","Миграция должностей из существующих сотрудников","tests","Mon Mar 09 09:01:14 UTC 2026","passed","Mon Mar 09 09:01:14 UTC 2026","","test_database","",""
"","406","Поиск по имени — показывает только совпадающие записи","tests","Mon Mar 09 09:02:45 UTC 2026","passed","Mon Mar 09 09:02:46 UTC 2026","","test_ui","",""
"","446","Удаление используемой должностиДо","tests","Mon Mar 09 09:02:49 UTC 2026","passed","Mon Mar 09 09:02:49 UTC 2026","","test_ui","",""
"","333","Кнопка '+ Добавить' ведёт на форму создания","tests","Mon Mar 09 09:02:52 UTC 2026","passed","Mon Mar 09 09:02:52 UTC 2026","","test_ui","",""
"","430","Страница истории открывается для существующего сотрудника","tests","Mon Mar 09 09:02:54 UTC 2026","passed","Mon Mar 09 09:02:54 UTC 2026","","test_ui","",""
"","401","Удаление отдела с подтверждением","tests","Mon Mar 09 09:02:51 UTC 2026","passed","Mon Mar 09 09:02:51 UTC 2026","","test_ui","",""
"","29","Фильтрация по отделу","tests","Mon Mar 09 09:01:13 UTC 2026","passed","Mon Mar 09 09:01:13 UTC 2026","","test_database","",""
"","19","POST /positions/create — дубликат → flash-ошибка","tests","Mon Mar 09 09:01:16 UTC 2026","passed","Mon Mar 09 09:01:16 UTC 2026","","test_routes","",""
"","10","Создание отдела и получение всех","tests","Mon Mar 09 09:01:14 UTC 2026","passed","Mon Mar 09 09:01:14 UTC 2026","","test_database","",""
