"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14","Удаление должности","tests","Sun Mar 15 12:54:44 UTC 2026","passed","Sun Mar 15 12:54:44 UTC 2026","","test_database","",""
"","10","Создание отдела и получение всех","tests","Sun Mar 15 12:54:44 UTC 2026","passed","Sun Mar 15 12:54:44 UTC 2026","","test_database","",""
"","9","Получение уникальных отделов в алфавитном порядке","tests","Sun Mar 15 12:54:44 UTC 2026","passed","Sun Mar 15 12:54:44 UTC 2026","","test_database","",""
"","44","Главная страница — пустой список","tests","Sun Mar 15 12:54:45 UTC 2026","passed","Sun Mar 15 12:54:45 UTC 2026","","test_routes","",""
"","20","Невалидный sort — fallback на full_name","tests","Sun Mar 15 12:54:44 UTC 2026","failed","Sun Mar 15 12:54:44 UTC 2026","","test_database","",""
"","32","POST /edit/<id> — невалидные данные: телефон","tests","Sun Mar 15 12:54:46 UTC 2026","passed","Sun Mar 15 12:54:46 UTC 2026","","test_routes","",""
"","7","GET /history/999 — несуществующий ID → 302 редирект на главную","tests","Sun Mar 15 12:54:48 UTC 2026","passed","Sun Mar 15 12:54:48 UTC 2026","","test_routes","",""
"","40","Фильтрация: /?q=Иван","tests","Sun Mar 15 12:54:45 UTC 2026","passed","Sun Mar 15 12:54:45 UTC 2026","","test_routes","",""
"","9","POST /positions/create — пустое имя → flash-ошибка","tests","Sun Mar 15 12:54:47 UTC 2026","passed","Sun Mar 15 12:54:47 UTC 2026","","test_routes","",""
"","7","Дублирующее название должности вызывает IntegrityError","tests","Sun Mar 15 12:54:44 UTC 2026","passed","Sun Mar 15 12:54:44 UTC 2026","","test_database","",""
"","29","Миграция должностей из существующих сотрудников","tests","Sun Mar 15 12:54:44 UTC 2026","passed","Sun Mar 15 12:54:44 UTC 2026","","test_database","",""
"","12","POST /create — невалидные данные: телефон","tests","Sun Mar 15 12:54:46 UTC 2026","passed","Sun Mar 15 12:54:46 UTC 2026","","test_routes","",""
"","17","GET /positions?edit=<id> — форма предзаполнена","tests","Sun Mar 15 12:54:47 UTC 2026","passed","Sun Mar 15 12:54:47 UTC 2026","","test_routes","",""
"","13","Обновление должности на null","tests","Sun Mar 15 12:54:44 UTC 2026","passed","Sun Mar 15 12:54:44 UTC 2026","","test_database","",""
"","6","Дублирующее название отдела вызывает IntegrityError","tests","Sun Mar 15 12:54:45 UTC 2026","passed","Sun Mar 15 12:54:45 UTC 2026","","test_database","",""
"","11","POST /departments/create — создаёт отдел и редиректит","tests","Sun Mar 15 12:54:47 UTC 2026","passed","Sun Mar 15 12:54:47 UTC 2026","","test_routes","",""
"","49","Повторное создание сотрудника с тем же email невозможно","tests","Sun Mar 15 12:54:48 UTC 2026","failed","Sun Mar 15 12:54:48 UTC 2026","","test_routes","",""
"","21","Создание записи и получение по ID","tests","Sun Mar 15 12:54:42 UTC 2026","passed","Sun Mar 15 12:54:42 UTC 2026","","test_database","",""
"","12","POST /create — невалидные данные: Обязательное","tests","Sun Mar 15 12:54:46 UTC 2026","passed","Sun Mar 15 12:54:46 UTC 2026","","test_routes","",""
"","30","POST /delete/<id> — существующий сотрудник удаляется","tests","Sun Mar 15 12:54:46 UTC 2026","passed","Sun Mar 15 12:54:46 UTC 2026","","test_routes","",""
"","18","POST /positions/<id>/delete — удаляет и редиректит","tests","Sun Mar 15 12:54:47 UTC 2026","passed","Sun Mar 15 12:54:47 UTC 2026","","test_routes","",""
"","33","GET /edit предзаполняет select должности","tests","Sun Mar 15 12:54:48 UTC 2026","passed","Sun Mar 15 12:54:48 UTC 2026","","test_routes","",""
"","19","POST /positions/create — дубликат → flash-ошибка","tests","Sun Mar 15 12:54:47 UTC 2026","passed","Sun Mar 15 12:54:47 UTC 2026","","test_routes","",""
"","30","POST /create — валидные данные → редирект и запись в БД","tests","Sun Mar 15 12:54:45 UTC 2026","failed","Sun Mar 15 12:54:45 UTC 2026","","test_routes","",""
"","30","POST /edit/<id> — невалидные данные: Обязательное","tests","Sun Mar 15 12:54:46 UTC 2026","passed","Sun Mar 15 12:54:46 UTC 2026","","test_routes","",""
"","17","GET /positions — страница открывается","tests","Sun Mar 15 12:54:47 UTC 2026","passed","Sun Mar 15 12:54:47 UTC 2026","","test_routes","",""
"","8","GET /departments — страница открывается","tests","Sun Mar 15 12:54:47 UTC 2026","passed","Sun Mar 15 12:54:47 UTC 2026","","test_routes","",""
"","30","Главная страница — сотрудник отображается в таблице","tests","Sun Mar 15 12:54:45 UTC 2026","passed","Sun Mar 15 12:54:45 UTC 2026","","test_routes","",""
"","18","POST /departments/<id>/edit — обновляет и редиректит","tests","Sun Mar 15 12:54:48 UTC 2026","passed","Sun Mar 15 12:54:48 UTC 2026","","test_routes","",""
"","7","GET /edit/<id> — несуществующий ID → редирект","tests","Sun Mar 15 12:54:46 UTC 2026","passed","Sun Mar 15 12:54:46 UTC 2026","","test_routes","",""
"","17","POST /departments/<id>/delete — удаляет и редиректит","tests","Sun Mar 15 12:54:48 UTC 2026","passed","Sun Mar 15 12:54:48 UTC 2026","","test_routes","",""
"","33","Обновление записи","tests","Sun Mar 15 12:54:43 UTC 2026","passed","Sun Mar 15 12:54:43 UTC 2026","","test_database","",""
"","31","POST /edit/<id> — невалидные данные: почт","tests","Sun Mar 15 12:54:46 UTC 2026","passed","Sun Mar 15 12:54:46 UTC 2026","","test_routes","",""
"","35","Поиск по полю 'Разработчик'","tests","Sun Mar 15 12:54:43 UTC 2026","failed","Sun Mar 15 12:54:43 UTC 2026","","test_database","",""
"","34","GET /history/<id> — существующий сотрудник → 200 и имя в HTML","tests","Sun Mar 15 12:54:48 UTC 2026","passed","Sun Mar 15 12:54:48 UTC 2026","","test_routes","",""
"","10","Создание должности и получение всех","tests","Sun Mar 15 12:54:44 UTC 2026","passed","Sun Mar 15 12:54:44 UTC 2026","","test_database","",""
"","19","POST /departments/create — дубликат → flash-ошибка","tests","Sun Mar 15 12:54:47 UTC 2026","passed","Sun Mar 15 12:54:47 UTC 2026","","test_routes","",""
"","11","POST /create — невалидные данные: почт","tests","Sun Mar 15 12:54:46 UTC 2026","passed","Sun Mar 15 12:54:46 UTC 2026","","test_routes","",""
"","34","Фильтрация по отделу","tests","Sun Mar 15 12:54:43 UTC 2026","failed","Sun Mar 15 12:54:43 UTC 2026","","test_database","",""
"","41","Фильтрация: /?dept=ИТ-отдел","tests","Sun Mar 15 12:54:45 UTC 2026","passed","Sun Mar 15 12:54:45 UTC 2026","","test_routes","",""
"","12","get_departments читает из таблицы departments","tests","Sun Mar 15 12:54:45 UTC 2026","passed","Sun Mar 15 12:54:45 UTC 2026","","test_database","",""
"","29","GET /create — форма открывается","tests","Sun Mar 15 12:54:45 UTC 2026","passed","Sun Mar 15 12:54:45 UTC 2026","","test_routes","",""
"","14","Удаление отдела","tests","Sun Mar 15 12:54:45 UTC 2026","passed","Sun Mar 15 12:54:45 UTC 2026","","test_database","",""
"","34","Получение всех записей без фильтров","tests","Sun Mar 15 12:54:43 UTC 2026","passed","Sun Mar 15 12:54:43 UTC 2026","","test_database","",""
"","13","Обновление отдела","tests","Sun Mar 15 12:54:44 UTC 2026","passed","Sun Mar 15 12:54:44 UTC 2026","","test_database","",""
"","10","Получение должности по ID","tests","Sun Mar 15 12:54:44 UTC 2026","passed","Sun Mar 15 12:54:44 UTC 2026","","test_database","",""
"","17","POST /positions/<id>/edit — обновляет и редиректит","tests","Sun Mar 15 12:54:47 UTC 2026","passed","Sun Mar 15 12:54:47 UTC 2026","","test_routes","",""
"","36","Поиск по полю 'Иван'","tests","Sun Mar 15 12:54:43 UTC 2026","failed","Sun Mar 15 12:54:43 UTC 2026","","test_database","",""
"","30","GET /edit/<id> — форма заполнена данными сотрудника","tests","Sun Mar 15 12:54:46 UTC 2026","passed","Sun Mar 15 12:54:46 UTC 2026","","test_routes","",""
"","34","Сортировка по full_name, порядок: desc","tests","Sun Mar 15 12:54:43 UTC 2026","broken","Sun Mar 15 12:54:43 UTC 2026","","test_database","",""
"","34","Сортировка по full_name, порядок: asc","tests","Sun Mar 15 12:54:43 UTC 2026","broken","Sun Mar 15 12:54:43 UTC 2026","","test_database","",""
"","49","POST /edit/<id> — валидные данные → обновление и редирект","tests","Sun Mar 15 12:54:46 UTC 2026","passed","Sun Mar 15 12:54:46 UTC 2026","","test_routes","",""
"","13","Обновление должности","tests","Sun Mar 15 12:54:44 UTC 2026","passed","Sun Mar 15 12:54:44 UTC 2026","","test_database","",""
"","34","Поиск по полю 'ИТ'","tests","Sun Mar 15 12:54:43 UTC 2026","failed","Sun Mar 15 12:54:43 UTC 2026","","test_database","",""
"","22","Удаление записи","tests","Sun Mar 15 12:54:43 UTC 2026","passed","Sun Mar 15 12:54:43 UTC 2026","","test_database","",""
"","11","POST /positions/create — создаёт должность и редиректит","tests","Sun Mar 15 12:54:47 UTC 2026","passed","Sun Mar 15 12:54:47 UTC 2026","","test_routes","",""
"","7","POST /delete/<id> — несуществующий ID → редирект без ошибки","tests","Sun Mar 15 12:54:47 UTC 2026","passed","Sun Mar 15 12:54:47 UTC 2026","","test_routes","",""
"","14","GET /create содержит должности из справочника","tests","Sun Mar 15 12:54:48 UTC 2026","passed","Sun Mar 15 12:54:48 UTC 2026","","test_routes","",""
