"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8","GET /api/employees/<id> — несуществующий ID → 404","tests","Tue Mar 24 13:18:32 UTC 2026","passed","Tue Mar 24 13:18:32 UTC 2026","","test_routes","",""
"","12","POST /api/positions — создаёт должность","tests","Tue Mar 24 13:18:33 UTC 2026","passed","Tue Mar 24 13:18:33 UTC 2026","","test_routes","",""
"","30035","Добавление должности через форму","tests","Tue Mar 24 13:27:22 UTC 2026","broken","Tue Mar 24 13:27:52 UTC 2026","","test_ui","",""
"","39","GET /api/employees/<id> содержит должности из справочника","tests","Tue Mar 24 13:18:34 UTC 2026","passed","Tue Mar 24 13:18:34 UTC 2026","","test_routes","",""
"","30047","Некорректный email → сообщение об ошибке","tests","Tue Mar 24 13:21:10 UTC 2026","broken","Tue Mar 24 13:21:40 UTC 2026","","test_ui","",""
"","15","Удаление должности","tests","Tue Mar 24 13:18:30 UTC 2026","passed","Tue Mar 24 13:18:30 UTC 2026","","test_database","",""
"","14","get_departments читает из таблицы departments","tests","Tue Mar 24 13:18:31 UTC 2026","passed","Tue Mar 24 13:18:31 UTC 2026","","test_database","",""
"","37","Сортировка по full_name, порядок: asc","tests","Tue Mar 24 13:18:30 UTC 2026","passed","Tue Mar 24 13:18:30 UTC 2026","","test_database","",""
"","9","GET /api/employees/999/history — несуществующий ID → 404","tests","Tue Mar 24 13:18:34 UTC 2026","passed","Tue Mar 24 13:18:34 UTC 2026","","test_routes","",""
"","30037","Добавление отдела через форму","tests","Tue Mar 24 13:29:08 UTC 2026","broken","Tue Mar 24 13:29:38 UTC 2026","","test_ui","",""
"","21","DELETE /api/departments/<id> — удаляет","tests","Tue Mar 24 13:18:34 UTC 2026","passed","Tue Mar 24 13:18:34 UTC 2026","","test_routes","",""
"","14","Обновление отдела","tests","Tue Mar 24 13:18:31 UTC 2026","passed","Tue Mar 24 13:18:31 UTC 2026","","test_database","",""
"","8","Дублирующее название должности вызывает IntegrityError","tests","Tue Mar 24 13:18:30 UTC 2026","passed","Tue Mar 24 13:18:30 UTC 2026","","test_database","",""
"","15","Обновление должности на null","tests","Tue Mar 24 13:18:30 UTC 2026","passed","Tue Mar 24 13:18:30 UTC 2026","","test_database","",""
"","31","GET /api/employees/<id>/history — существующий сотрудник","tests","Tue Mar 24 13:18:34 UTC 2026","passed","Tue Mar 24 13:18:34 UTC 2026","","test_routes","",""
"","2","POST /api/employees — невалидные данные: Обязательное","tests","Tue Mar 24 13:18:32 UTC 2026","passed","Tue Mar 24 13:18:32 UTC 2026","","test_routes","",""
"","29","GET /api/employees — сотрудник в списке","tests","Tue Mar 24 13:18:31 UTC 2026","passed","Tue Mar 24 13:18:31 UTC 2026","","test_routes","",""
"","11","Получение должности по ID","tests","Tue Mar 24 13:18:30 UTC 2026","passed","Tue Mar 24 13:18:30 UTC 2026","","test_database","",""
"","13","POST /api/departments — дубликат → ошибка","tests","Tue Mar 24 13:18:34 UTC 2026","passed","Tue Mar 24 13:18:34 UTC 2026","","test_routes","",""
"","31","Миграция должностей из существующих сотрудников","tests","Tue Mar 24 13:18:31 UTC 2026","passed","Tue Mar 24 13:18:31 UTC 2026","","test_database","",""
"","8","Дублирующее название отдела вызывает IntegrityError","tests","Tue Mar 24 13:18:31 UTC 2026","passed","Tue Mar 24 13:18:31 UTC 2026","","test_database","",""
"","30041","Удаление используемой должностиДо","tests","Tue Mar 24 13:28:57 UTC 2026","broken","Tue Mar 24 13:29:27 UTC 2026","","test_ui","",""
"","21","POST /api/employees — валидные данные → 201","tests","Tue Mar 24 13:18:32 UTC 2026","passed","Tue Mar 24 13:18:32 UTC 2026","","test_routes","",""
"","20","DELETE /api/positions/<id> — удаляет","tests","Tue Mar 24 13:18:33 UTC 2026","passed","Tue Mar 24 13:18:33 UTC 2026","","test_routes","",""
"","19","GET /api/employees — пустой список","tests","Tue Mar 24 13:18:31 UTC 2026","passed","Tue Mar 24 13:18:31 UTC 2026","","test_routes","",""
"","26","PUT /api/employees/<id> — невалидные данные: почт","tests","Tue Mar 24 13:18:32 UTC 2026","passed","Tue Mar 24 13:18:32 UTC 2026","","test_routes","",""
"","38","Поиск по полю 'Разработчик'","tests","Tue Mar 24 13:18:29 UTC 2026","passed","Tue Mar 24 13:18:29 UTC 2026","","test_database","",""
"","37","Фильтрация по отделу","tests","Tue Mar 24 13:18:29 UTC 2026","passed","Tue Mar 24 13:18:29 UTC 2026","","test_database","",""
"","32","DELETE /api/employees/<id> — существующий сотрудник удаляется","tests","Tue Mar 24 13:18:33 UTC 2026","passed","Tue Mar 24 13:18:33 UTC 2026","","test_routes","",""
"","37","Поиск по полю 'Иван'","tests","Tue Mar 24 13:18:29 UTC 2026","passed","Tue Mar 24 13:18:29 UTC 2026","","test_database","",""
"","1","POST /api/employees — невалидные данные: телефон","tests","Tue Mar 24 13:18:32 UTC 2026","passed","Tue Mar 24 13:18:32 UTC 2026","","test_routes","",""
"","42","Пустой список — отображается заглушка","tests","Tue Mar 24 13:19:59 UTC 2026","failed","Tue Mar 24 13:19:59 UTC 2026","","test_ui","",""
"","30060","Удаление через кнопку с подтверждением","tests","Tue Mar 24 13:24:10 UTC 2026","broken","Tue Mar 24 13:24:40 UTC 2026","","test_ui","",""
"","44","Фильтрация: {'q': 'Иван'}","tests","Tue Mar 24 13:18:31 UTC 2026","passed","Tue Mar 24 13:18:31 UTC 2026","","test_routes","",""
"","47","PUT /api/employees/<id> — валидные данные → обновление","tests","Tue Mar 24 13:18:32 UTC 2026","passed","Tue Mar 24 13:18:32 UTC 2026","","test_routes","",""
"","15","POST /api/positions — дубликат → ошибка","tests","Tue Mar 24 13:18:33 UTC 2026","passed","Tue Mar 24 13:18:33 UTC 2026","","test_routes","",""
"","37","Сортировка по full_name, порядок: desc","tests","Tue Mar 24 13:18:30 UTC 2026","passed","Tue Mar 24 13:18:30 UTC 2026","","test_database","",""
"","8","GET /api/positions — список","tests","Tue Mar 24 13:18:33 UTC 2026","passed","Tue Mar 24 13:18:33 UTC 2026","","test_routes","",""
"","2","POST /api/positions — пустое имя → ошибка","tests","Tue Mar 24 13:18:33 UTC 2026","passed","Tue Mar 24 13:18:33 UTC 2026","","test_routes","",""
"","30045","Удаление отдела с подтверждением","tests","Tue Mar 24 13:30:33 UTC 2026","broken","Tue Mar 24 13:31:03 UTC 2026","","test_ui","",""
