"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","Сортировка по full_name, порядок: asc","tests","Sat Feb 28 16:51:44 UTC 2026","passed","Sat Feb 28 16:51:44 UTC 2026","","test_database","",""
"","7","GET /edit/<id> — несуществующий ID → редирект","tests","Sat Feb 28 16:51:47 UTC 2026","passed","Sat Feb 28 16:51:47 UTC 2026","","test_routes","",""
"","15","Удаление записи","tests","Sat Feb 28 16:51:44 UTC 2026","passed","Sat Feb 28 16:51:44 UTC 2026","","test_database","",""
"","12","Невалидный sort — fallback на full_name","tests","Sat Feb 28 16:51:45 UTC 2026","passed","Sat Feb 28 16:51:45 UTC 2026","","test_database","",""
"","25","POST /edit/<id> — невалидные данные: телефон","tests","Sat Feb 28 16:51:47 UTC 2026","passed","Sat Feb 28 16:51:47 UTC 2026","","test_routes","",""
"","20","Главная страница — сотрудник отображается в таблице","tests","Sat Feb 28 16:51:46 UTC 2026","passed","Sat Feb 28 16:51:46 UTC 2026","","test_routes","",""
"","46","Главная страница — пустой список","tests","Sat Feb 28 16:51:46 UTC 2026","passed","Sat Feb 28 16:51:46 UTC 2026","","test_routes","",""
"","38","POST /edit/<id> — валидные данные → обновление и редирект","tests","Sat Feb 28 16:51:47 UTC 2026","passed","Sat Feb 28 16:51:47 UTC 2026","","test_routes","",""
"","27","Фильтрация: /?dept=ИТ-отдел","tests","Sat Feb 28 16:51:46 UTC 2026","passed","Sat Feb 28 16:51:46 UTC 2026","","test_routes","",""
"","12","POST /positions/create — создаёт должность и редиректит","tests","Sat Feb 28 16:51:47 UTC 2026","passed","Sat Feb 28 16:51:47 UTC 2026","","test_routes","",""
"","13","POST /create — невалидные данные: почт","tests","Sat Feb 28 16:51:46 UTC 2026","passed","Sat Feb 28 16:51:46 UTC 2026","","test_routes","",""
"","19","Поиск по полю 'ИТ'","tests","Sat Feb 28 16:51:44 UTC 2026","passed","Sat Feb 28 16:51:44 UTC 2026","","test_database","",""
"","8","POST /delete/<id> — несуществующий ID → редирект без ошибки","tests","Sat Feb 28 16:51:47 UTC 2026","passed","Sat Feb 28 16:51:47 UTC 2026","","test_routes","",""
"","20","Поиск по полю 'Разработчик'","tests","Sat Feb 28 16:51:44 UTC 2026","passed","Sat Feb 28 16:51:44 UTC 2026","","test_database","",""
"","14","Удаление должности","tests","Sat Feb 28 16:51:45 UTC 2026","passed","Sat Feb 28 16:51:45 UTC 2026","","test_database","",""
"","10","Получение уникальных отделов в алфавитном порядке","tests","Sat Feb 28 16:51:45 UTC 2026","passed","Sat Feb 28 16:51:45 UTC 2026","","test_database","",""
"","20","POST /positions/<id>/edit — обновляет и редиректит","tests","Sat Feb 28 16:51:48 UTC 2026","passed","Sat Feb 28 16:51:48 UTC 2026","","test_routes","",""
"","12","POST /positions/create — пустое имя → flash-ошибка","tests","Sat Feb 28 16:51:48 UTC 2026","passed","Sat Feb 28 16:51:48 UTC 2026","","test_routes","",""
"","15","Удаление отдела","tests","Sat Feb 28 16:51:45 UTC 2026","passed","Sat Feb 28 16:51:45 UTC 2026","","test_database","",""
"","19","Сортировка по full_name, порядок: desc","tests","Sat Feb 28 16:51:44 UTC 2026","passed","Sat Feb 28 16:51:45 UTC 2026","","test_database","",""
"","8","Дублирующее название отдела вызывает IntegrityError","tests","Sat Feb 28 16:51:45 UTC 2026","passed","Sat Feb 28 16:51:45 UTC 2026","","test_database","",""
"","14","Создание записи и получение по ID","tests","Sat Feb 28 16:51:44 UTC 2026","passed","Sat Feb 28 16:51:44 UTC 2026","","test_database","",""
"","29","GET /create — форма открывается","tests","Sat Feb 28 16:51:46 UTC 2026","passed","Sat Feb 28 16:51:46 UTC 2026","","test_routes","",""
"","11","Создание должности и получение всех","tests","Sat Feb 28 16:51:45 UTC 2026","passed","Sat Feb 28 16:51:45 UTC 2026","","test_database","",""
"","21","POST /departments/create — дубликат → flash-ошибка","tests","Sat Feb 28 16:51:48 UTC 2026","passed","Sat Feb 28 16:51:48 UTC 2026","","test_routes","",""
"","15","Обновление должности на null","tests","Sat Feb 28 16:51:45 UTC 2026","passed","Sat Feb 28 16:51:45 UTC 2026","","test_database","",""
"","16","GET /positions — страница открывается","tests","Sat Feb 28 16:51:47 UTC 2026","passed","Sat Feb 28 16:51:47 UTC 2026","","test_routes","",""
"","25","POST /edit/<id> — невалидные данные: почт","tests","Sat Feb 28 16:51:47 UTC 2026","passed","Sat Feb 28 16:51:47 UTC 2026","","test_routes","",""
"","11","Создание отдела и получение всех","tests","Sat Feb 28 16:51:45 UTC 2026","passed","Sat Feb 28 16:51:45 UTC 2026","","test_database","",""
"","11","Получение должности по ID","tests","Sat Feb 28 16:51:45 UTC 2026","passed","Sat Feb 28 16:51:45 UTC 2026","","test_database","",""
"","16","GET /create содержит должности из справочника","tests","Sat Feb 28 16:51:48 UTC 2026","passed","Sat Feb 28 16:51:48 UTC 2026","","test_routes","",""
"","12","POST /create — невалидные данные: Обязательное","tests","Sat Feb 28 16:51:46 UTC 2026","passed","Sat Feb 28 16:51:46 UTC 2026","","test_routes","",""
"","28","GET /edit предзаполняет select должности","tests","Sat Feb 28 16:51:48 UTC 2026","passed","Sat Feb 28 16:51:48 UTC 2026","","test_routes","",""
"","14","Обновление отдела","tests","Sat Feb 28 16:51:45 UTC 2026","passed","Sat Feb 28 16:51:45 UTC 2026","","test_database","",""
"","25","POST /delete/<id> — существующий сотрудник удаляется","tests","Sat Feb 28 16:51:47 UTC 2026","passed","Sat Feb 28 16:51:47 UTC 2026","","test_routes","",""
