"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","354","Удаление отдела с подтверждением","tests","Mon Mar 09 08:59:43 UTC 2026","passed","Mon Mar 09 08:59:44 UTC 2026","","test_ui","",""
"","24","Создание записи и получение по ID","tests","Mon Mar 09 08:58:18 UTC 2026","passed","Mon Mar 09 08:58:18 UTC 2026","","test_database","",""
"","9","POST /delete/<id> — несуществующий ID → редирект без ошибки","tests","Mon Mar 09 08:58:23 UTC 2026","passed","Mon Mar 09 08:58:23 UTC 2026","","test_routes","",""
"","30","Главная страница — сотрудник отображается в таблице","tests","Mon Mar 09 08:58:21 UTC 2026","passed","Mon Mar 09 08:58:21 UTC 2026","","test_routes","",""
"","382","Удаление используемой должностиДо","tests","Mon Mar 09 08:59:42 UTC 2026","passed","Mon Mar 09 08:59:42 UTC 2026","","test_ui","",""
"","12","POST /departments/create — создаёт отдел и редиректит","tests","Mon Mar 09 08:58:24 UTC 2026","passed","Mon Mar 09 08:58:24 UTC 2026","","test_routes","",""
"","35","POST /edit/<id> — невалидные данные: Обязательное","tests","Mon Mar 09 08:58:22 UTC 2026","passed","Mon Mar 09 08:58:22 UTC 2026","","test_routes","",""
"","16","GET /positions — страница открывается","tests","Mon Mar 09 08:58:23 UTC 2026","passed","Mon Mar 09 08:58:23 UTC 2026","","test_routes","",""
"","46","Главная страница — пустой список","tests","Mon Mar 09 08:58:21 UTC 2026","passed","Mon Mar 09 08:58:21 UTC 2026","","test_routes","",""
"","36","Поиск по полю 'ИТ'","tests","Mon Mar 09 08:58:19 UTC 2026","passed","Mon Mar 09 08:58:19 UTC 2026","","test_database","",""
"","15","GET /create содержит должности из справочника","tests","Mon Mar 09 08:58:24 UTC 2026","passed","Mon Mar 09 08:58:24 UTC 2026","","test_routes","",""
"","30","POST /create — валидные данные → редирект и запись в БД","tests","Mon Mar 09 08:58:21 UTC 2026","passed","Mon Mar 09 08:58:21 UTC 2026","","test_routes","",""
"","475","После редактирования через UI в истории есть запись «Изменение»","tests","Mon Mar 09 08:59:47 UTC 2026","passed","Mon Mar 09 08:59:48 UTC 2026","","test_ui","",""
"","8","GET /departments — страница открывается","tests","Mon Mar 09 08:58:23 UTC 2026","passed","Mon Mar 09 08:58:23 UTC 2026","","test_routes","",""
"","181","Пустой список — отображается заглушка","tests","Mon Mar 09 08:59:34 UTC 2026","passed","Mon Mar 09 08:59:34 UTC 2026","","test_ui","",""
"","304","Пустое ФИО → сообщение об ошибке","tests","Mon Mar 09 08:59:36 UTC 2026","passed","Mon Mar 09 08:59:36 UTC 2026","","test_ui","",""
"","19","POST /departments/<id>/edit — обновляет и редиректит","tests","Mon Mar 09 08:58:24 UTC 2026","passed","Mon Mar 09 08:58:24 UTC 2026","","test_routes","",""
"","11","Получение уникальных отделов в алфавитном порядке","tests","Mon Mar 09 08:58:20 UTC 2026","passed","Mon Mar 09 08:58:20 UTC 2026","","test_database","",""
"","11","Создание отдела и получение всех","tests","Mon Mar 09 08:58:20 UTC 2026","passed","Mon Mar 09 08:58:20 UTC 2026","","test_database","",""
