"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","490","После редактирования через UI в истории есть запись «Изменение»","tests","Mon Mar 09 09:20:40 UTC 2026","passed","Mon Mar 09 09:20:40 UTC 2026","","test_ui","",""
"","30","POST /edit/<id> — невалидные данные: телефон","tests","Mon Mar 09 09:19:12 UTC 2026","passed","Mon Mar 09 09:19:12 UTC 2026","","test_routes","",""
"","756","Успешное создание через форму","tests","Mon Mar 09 09:20:26 UTC 2026","passed","Mon Mar 09 09:20:27 UTC 2026","","test_ui","",""
"","781","Фильтр по отделу через select","tests","Mon Mar 09 09:20:32 UTC 2026","passed","Mon Mar 09 09:20:33 UTC 2026","","test_ui","",""
"","32","Получение всех записей без фильтров","tests","Mon Mar 09 09:19:08 UTC 2026","passed","Mon Mar 09 09:19:09 UTC 2026","","test_database","",""
"","14","GET /create содержит должности из справочника","tests","Mon Mar 09 09:19:13 UTC 2026","passed","Mon Mar 09 09:19:13 UTC 2026","","test_routes","",""
"","22","Удаление записи","tests","Mon Mar 09 09:19:08 UTC 2026","passed","Mon Mar 09 09:19:08 UTC 2026","","test_database","",""
"","18","GET /positions?edit=<id> — форма предзаполнена","tests","Mon Mar 09 09:19:13 UTC 2026","passed","Mon Mar 09 09:19:13 UTC 2026","","test_routes","",""
"","34","GET /edit предзаполняет select должности","tests","Mon Mar 09 09:19:13 UTC 2026","passed","Mon Mar 09 09:19:13 UTC 2026","","test_routes","",""
"","11","POST /positions/create — создаёт должность и редиректит","tests","Mon Mar 09 09:19:12 UTC 2026","passed","Mon Mar 09 09:19:12 UTC 2026","","test_routes","",""
"","13","Обновление должности на null","tests","Mon Mar 09 09:19:10 UTC 2026","passed","Mon Mar 09 09:19:10 UTC 2026","","test_database","",""
"","10","Получение должности по ID","tests","Mon Mar 09 09:19:09 UTC 2026","passed","Mon Mar 09 09:19:10 UTC 2026","","test_database","",""
"","362","Поиск по имени — показывает только совпадающие записи","tests","Mon Mar 09 09:20:31 UTC 2026","passed","Mon Mar 09 09:20:31 UTC 2026","","test_ui","",""
"","374","Удаление используемой должностиДо","tests","Mon Mar 09 09:20:34 UTC 2026","passed","Mon Mar 09 09:20:35 UTC 2026","","test_ui","",""
"","363","Страница истории открывается для существующего сотрудника","tests","Mon Mar 09 09:20:39 UTC 2026","passed","Mon Mar 09 09:20:39 UTC 2026","","test_ui","",""
"","13","get_departments читает из таблицы departments","tests","Mon Mar 09 09:19:10 UTC 2026","passed","Mon Mar 09 09:19:10 UTC 2026","","test_database","",""
"","32","Фильтрация по отделу","tests","Mon Mar 09 09:19:09 UTC 2026","passed","Mon Mar 09 09:19:09 UTC 2026","","test_database","",""
"","29","POST /edit/<id> — невалидные данные: почт","tests","Mon Mar 09 09:19:12 UTC 2026","passed","Mon Mar 09 09:19:12 UTC 2026","","test_routes","",""
"","10","POST /create — невалидные данные: телефон","tests","Mon Mar 09 09:19:11 UTC 2026","passed","Mon Mar 09 09:19:11 UTC 2026","","test_routes","",""
"","19","Невалидный sort — fallback на full_name","tests","Mon Mar 09 09:19:09 UTC 2026","passed","Mon Mar 09 09:19:09 UTC 2026","","test_database","",""
"","8","POST /delete/<id> — несуществующий ID → редирект без ошибки","tests","Mon Mar 09 09:19:12 UTC 2026","passed","Mon Mar 09 09:19:12 UTC 2026","","test_routes","",""
"","388","Добавление отдела через форму","tests","Mon Mar 09 09:20:36 UTC 2026","passed","Mon Mar 09 09:20:36 UTC 2026","","test_ui","",""
"","46","Повторное создание сотрудника с тем же email невозможно","tests","Mon Mar 09 09:19:13 UTC 2026","passed","Mon Mar 09 09:19:14 UTC 2026","","test_routes","",""
"","16","POST /departments/<id>/delete — удаляет и редиректит","tests","Mon Mar 09 09:19:13 UTC 2026","passed","Mon Mar 09 09:19:13 UTC 2026","","test_routes","",""
"","17","POST /positions/<id>/delete — удаляет и редиректит","tests","Mon Mar 09 09:19:13 UTC 2026","passed","Mon Mar 09 09:19:13 UTC 2026","","test_routes","",""
"","534","Редактирование должности через inline-форму","tests","Mon Mar 09 09:20:34 UTC 2026","passed","Mon Mar 09 09:20:35 UTC 2026","","test_ui","",""
"","29","POST /delete/<id> — существующий сотрудник удаляется","tests","Mon Mar 09 09:19:12 UTC 2026","passed","Mon Mar 09 09:19:12 UTC 2026","","test_routes","",""
"","354","Пустое ФИО → сообщение об ошибке","tests","Mon Mar 09 09:20:28 UTC 2026","passed","Mon Mar 09 09:20:28 UTC 2026","","test_ui","",""
"","164","Созданный сотрудник виден в таблице","tests","Mon Mar 09 09:20:27 UTC 2026","passed","Mon Mar 09 09:20:27 UTC 2026","","test_ui","",""
